codigo;identificador;link;descripcion
vid3936;6194;8LQBGIB_L8Y;Ecuaciones químicas y tipos de reacciones químicas
vid3937;6194;EWwsI98whkQ;Reacciones de oxidación-reducción
vid3938;6195;sCTADEzF964;Ejercicios de estequiometría: cálculo mol
vid3939;6195;hy8lZ1x1gN4;Reacciones químicas estequiometria: cálculo de masa
vid3940;6195;rIn8eCdZ4Zw;Reacciones químicas estequiometria: cálculo volumen
vid3941;6195;#¿NOMBRE?;Reacciones químicas estequiometria: cálculo volumen
vid3942;6195;ZrNJ_aLsbcg;Ejercicios de estequiometría: cálculo volumen
vid3943;6195;zA79pQE9de0;Ejercicios de estequiometría: cálculo masa
vid3944;6195;nN59UwkpTxg;Ejercicios de estequiometría: cálculo masa o mol
vid3945;6195;cOyHKpS1524;Ejercicios de estequiometría: cálculo mol
vid3946;6195;QQ9Tw-oOTcs;Reacciones químicas estequiometria: cálculos con volúmenes 02a
vid3947;6195;MnkOKaBTz6A;Reacciones químicas estequiometria: cálculos con volúmenes 02b
vid3948;6196;ulgc8H4T4zM;¿Qué son ácidos y bases para Arrhenius?
vid3949;6196;OWGQZ5USP6o;Teoría de Arrhenius de ácidos y bases
vid3950;6199;#¿NOMBRE?;Importancia del reciclaje
vid3951;6199;cvakvfXj0KE;Reducir, reutilizar y reciclar
vid3952;6199;o8fSlYGN_GM;Huella ecológica y mal uso de los recursos
vid3953;6199;qo3V6bGFCYc;Un mundo sostenible
vid3954;6199;vIhbGmRSNMM;Un mundo invadido por los plásticos
vid3955;6199;jrVrD_79tGo;Cómo reciclar lápices de cera viejos
vid3956;6200;jJRQFa49Bok;Nuevos materiales
vid3957;6206;RMMH91rNX4U;El movimiento depende del sistema de referencia
vid3958;6207;kXa3BRRdIH8;Trayectoria, distancia y desplazamiento
vid3959;6208;ATaQ2JD5fd0;Velocidad y rapidez
vid3960;6210;lzVLS3vRdNA;Interpretación de gráficas espacio - tiempo
vid3961;6210;_-P_YfrlzgA;Movimiento rectilíneo uniforme
vid3962;6210;vWSvRnX1W0w;Cálculo de la velocidad media
vid3963;6210;ooqAusu6yQ0;Gráfica para representar el M.R.U. con GeoGebra
vid3964;6211;iLBdRAgqwE4;Interpretación de la gráfica velocidad - tiempo
vid3965;6211;ooqAusu6yQ0;Gráfica para representar el M.R.U.A. con GeoGebra
vid3966;6212;p-xWAos5isc;Movimiento circular uniforme
vid3967;6212;sXCCG_JLOGI;Movimiento circular
vid3968;6212;YvSoCqRkmOQ;Movimiento circular uniforme: fórmulas
vid3969;6212;RKoI9LHYT00;Ejercicio resuelto de movimiento circular uniforme-1
vid3970;6212;gX6N8GGDvYE;Ejercicio resuelto de movimiento circular uniforme-2
vid3971;6215;0Yb2S3UC7ys;Materiales flexíbles y rígidos
vid3972;6215;HaZoCHKuGgU;Introducción al concepto de fuerza
vid3973;6215;N1V6My0PMtw;Las fuerzas y sus efectos
vid3974;6215;HpoWbW1xGBw;Combinación de fuerzas
vid3975;6216;uUiBxSdch1E;Deformaciones elásticas y permanentes
vid3976;6216;ipPmd-Ej8Ig;Deformaciones elásticas, plásticas y rígidas
vid3977;6217;zxAFXeokuLA;Fuerza de rozamiento
vid3978;6218;Ak3M5tFro_I;Máquinas simples y compuestas
vid3979;6218;EKzEiHCDEYM;Tipos de máquinas
vid3980;6218;lsWuFiDUMso;Palancas de nuestro cuerpo
vid3981;6218;nM7H6kNj1mg;Las poleas
vid3982;6219;G5Fyw2z5HM8;Peso y masa
vid3983;6220;G5Fyw2z5HM8;Peso y masa
vid3984;6220;eDElh75Vq3c;¿Qué es la gravedad?
vid3985;6221;eDElh75Vq3c;¿Qué es la gravedad?
vid3986;6221;zxAFXeokuLA;Fuerza de rozamiento
vid3987;6222;q8qKMLyTxpM;Leyes de Newton
vid3988;6222;FOqVvvBvaIA;Acción y reacción: retroceso de un cañón
vid3989;6222;RgLXo3_jaHQ;Las leyes de Newton con el coyote y el correcaminos
vid3990;6223;wW1jXuWBsiY;Problema de Fuerzas resuelto
vid3991;6224;okCOrUDs7GY;La fórmula que unió cielo y Tierra
vid3992;6225;cT39IyyE9zY;Problema resuelto de caída libre (hallar altura)
vid3993;6225;ETa6ZvCk8pM;Problema resuelto de caída libre (hallar altura y velocidad final)
vid3994;6225;HrZgLy-MsDM;Cuatro problemas resueltos de caída libre
vid3995;6226;cg_AT14fsx0;Experimento: relación fuerza superficie
vid3996;6227;S3fCrJnHEf4;Principio de Arquímedes
vid3997;6227;_yHUn7cCTVM;Principio de Arquímedes. Explicación y aplicaciones
vid3998;6227;5DAdfa9VtTk;Submarino con globos. Principio de Arquímedes y Pascal
vid3999;6227;cslzwQXdnUM;El huevo que flota. Experimento con el principio de Arquímedes
vid4000;6227;EbJZnrR_Kes;Principio de Pascal. La prensa hidráulica
vid4001;6227;yVb-j2WnAuA;Elevador hidráulico casero
vid4002;6227;8Tb-_DvdCHA;Problema resuelto aplicando el principio de Pascal
vid4003;6228;KxVYyD8kMRI;Estudio de mecánica de fluidos con el simulador de Phet
vid4004;6228;s0upXIngy4M;Leyes de los gases con materiales caseros
vid4005;6228;juzuVSc5Joo;Fluido no Newtoniano con maicena y agua
vid4006;6229;hVBLseIXMnY;La presión atmosférica
vid4007;6229;rYsgNrQxiC0;El viento y la presión atmosférica
vid4008;6229;akmF-7SIrLU;El tiempo y la presión atmosférica
vid4009;6232;#¿NOMBRE?;La energía
vid4010;6232;oEU_H73EAdk;Tipos de energía con el coyote y el correcaminos
vid4011;6233;#¿NOMBRE?;La energía
vid4012;6233;oEU_H73EAdk;Tipos de energía con el coyote y el correcaminos
vid4013;6233;pYRXwYkpWMM;Energía mecánica, térmica y eléctrica
vid4014;6233;drQuzYFJCc0;Formas y fuentes de energía
vid4015;6234;pYRXwYkpWMM;Energía mecánica, térmica y eléctrica
vid4016;6234;zDjnIC8SEFg;Experiencia de transformación de energía química en otros tipos
vid4017;6234;X1d64d6LkCI;Experiencia de transformación de energía mecánica en eléctrica
vid4018;6234;UupWviiDdYo;Transformación de energía potencial en cinética y viceversa
vid4019;6235;drQuzYFJCc0;Formas y fuentes de energía
vid4020;6235;dLNCev0RMcQ;Energías renovables en beneficio de todos
vid4021;6236;G8tEnikzud4;Funcionamiento de una central hidroeléctrica
vid4022;6236;CiLPgUYwG6s;Funcionamiento de una central eólica
vid4023;6236;CiLPgUYwG6s;Funcionamiento de una central mareomotriz
vid4024;6236;v942oiMZLk8;Funcionamiento de una central fotovoltaica
vid4025;6236;Apg_aEwvzGM;Funcionamiento de una central térmica clásica
vid4026;6236;ddsQfMNWnP4;Funcionamiento de una central térmica de Biomasa
vid4027;6236;UGkiUEv5pvs;Funcionamiento de una central nuclear
vid4028;6236;RPKMKPnXbug;Funcionamiento de una central térmosolar
vid4029;6236;MHgmt56lpM8;Funcionamiento de una central geotérmica
vid4030;6236;TB27nZxdGbs;El camino de la electricidad
vid4031;6238;5xtYVU0F46A;Cuidemos la energía
vid4032;6238;LpDXbJwmNs0;Uso eficiente de la energía eléctrica
vid4033;6238;FyzQbqW6sSw;Cómo elegir una bombilla
vid4034;6239;884oHTgcffM;Diferencia entre calor, trabajo y energía
vid4035;6240;tB5-NPxqueQ;Potencia, trabajo y energía
vid4036;6240;6J-ZsxllYwA;Ejercicio resuelto de cálculo de potencia y energía
vid4037;6240;cTqgOkEeDrw;Ejercicio resuelto de cálculo de trabajo conociendo la potencia
vid4038;6240;JFtN0jluGyA;Ejercicios resueltos de trabajo y potencia
vid4039;6241;8NTCxqqitdI;Conservación de la energía mecánica   
vid4040;6241;nlvnFqx90Ng;Problema de conservación de la energía mecánica
vid4041;6241;MR8G63BKqDU;Problema de conservación de la energía mecánica
vid4042;6242;44NlUndkQ1Q;Calor y temperatura
vid4043;6242;8LWmFqJ5HpI;Transferencia de calor
vid4044;6243;2EfUVf3TOT4;Ejercicio resuelto de calor y temperatura
vid4045;6244;Y7vyDVhiWDg;Escalas termométricas
vid4046;6244;tfJJixWmByI;La temperatura y sus escalas
vid4047;6244;2RNFAm_zdPI;Problema de conversión de ºC a K
vid4048;6244;HZLRFH6EFOc;Problema de conversión de ºF a ºC y K
vid4049;6244;cgZZqizjokw;Problema de conversión de ºF a ºC y  viceversa y de K a ºC y  viceversa
vid4050;6248;PYbUJXzZGhQ;Tipos de ondas
vid4051;6248;J6GUv8MBM6g;Característicasde las ondas
vid4052;6248;#¿NOMBRE?;Ondas longitudinales y transversales
vid4053;6248;mKlxvSEmf40;Tarea de clasificación de ondas
vid4054;6248;WCPU_pmhw44;Solución a la tarea de clasificación de ondas
vid4055;6248;G8t4Rzk9ATE;Ondas del espectro electromagnético
vid4056;6249;eseSQGoqrDY;¿Qué es una onda?
vid4057;6250;ImXnxDv8dn4;Concepto de velocidad, frecuencia y longitud de onda
vid4058;6250;wdltaMS1YOE;Ejercicios resueltos de cálculo de magnitudes básicas de una onda
vid4059;6251;vvi-PCDoTR0;¿Qué es la luz? Reflexión
vid4060;6251;VLg13nAd_cE;Reflexión de la luz
vid4061;6251;FnL5pHx3M4c;Refracción de la luz
vid4062;6252;5E3kl_7_cT0;¿Qué es la luz? ¿Por qué vemos los colores?
vid4063;6252;5gdmpSTKVv0;Absorción de la luz
vid4064;6253;gfwpMw-pPhs;Eco y reverberación
vid4065;6253;9FX8FBZb5s8;Refracción y reflexión del sonido. Aplicaciones
vid4066;6254;9FX8FBZb5s8;Refracción y reflexión del sonido. Aplicaciones
vid4067;6254;lMCyiLSwGJM;Ecografía, ¿qué es y cómo funciona?
vid4068;6254;ZuFYxs5YdGM;Así funciona el radar
vid4069;6254;yx2fhX0v4j0;¿Qué es un sonar?
vid4070;6254;F69Q64zfxLU;Teledetección
vid4071;6255;oOAjNn3b2rs;Ondas del espectro electromagnético
vid4072;6255;ocREQ9lYmfA;Cómo funciona la radio
vid4073;6255;raqXVa24MYk;Espectro electromagnético: ondas de radio
vid4074;6255;OwzPrDZH280;Cómo funciona la televisión
vid4075;6255;E7jZTVWTnXo;Cómo funciona el teléfono
vid4076;6255;VU_wXCUb3nk;Cómo funciona la telefonía móvil
vid4077;6255;uOfZo6ilhIw;Geolocalización por satélite
vid4078;6256;DPJfYfVTyZU;¿Qué es la contaminación acústica?
vid4079;6256;C9pUK0fSsxU;¿Qué es la contaminación lumínica?
vid4080;6270;1A9CBiF1KEE;Introducción a la electricidad
vid4081;6272;1A9CBiF1KEE;Introducción a la electricidad
vid4082;6272;UTLDDODyJH4;Conceptos básicos de electricidad
vid4083;6272;2XJYl1AmpUs;Ley de Ohm
vid4084;6272;0ILuCAUzNWI;Magnitudes eléctricas. Analogía con hidráulica
vid4085;6272;YPJg2oqzQZY;Comprobación de la Ley de Ohm con un simulador
vid4086;6274;EHgO-IR2rJg;Elementos de un circuito eléctrico
vid4087;6274;XMLHUJ1QwmM;Simbología básica de electricidad y electrónica
vid4088;6274;UgazggcyaK8;Fusibles
vid4089;6274;IxdFuEnE2a0;Bobinas
vid4090;6274;eN-Itoia-Hk;Interruptores y pulsadores
vid4091;6274;84YfLl1fVBA;Transistores
vid4092;6274;aKsR7nwb5NI;Diodos
vid4093;6274;9n-EFHrpdRc;Diodos. Leds
vid4094;6274;wGytSNwdNkE;Resistencias
vid4095;6274;cHsm5685IWY;Resistencias variables
vid4096;6274;EkUIUSZtdU0;Condensadores
vid4097;6274;9fVGf0YOHs0;¿Cómo funciona una pila?
vid4098;6276;jfqe3gld9ec;Ejercicio de circuito con resistencias en serie
vid4099;6276;nXdaKHpRjrw;Ejercicio de asociación de resistencias
vid4100;6276;qgxo6ZeNs0g;Ejercicio de circuito con resistencias en serie y en paralelo
vid4101;6276;xO0XnqMAQa0;Ejercicio de calcular la intensidad de un circuito eléctrico
vid4102;6276;wDPnBWDAQy0;Ejercicio de calcular la potencia de un circuito eléctrico (dos resistencias y dos fuentes de alimentación)
vid4103;6276;wGgw2Qy_KhA;Ejercicio de calcular la potencia consumida de un circuito eléctrico con dos resistencias en paralelo
vid4104;6276;vh-N_ZiHFyU;Ejercicio de calcular la resistencia equivalente, intensidad y potencia consumida
vid4105;6278;YPJg2oqzQZY;Comprobación de la Ley de Ohm con un simulador
vid4106;6280;GAq9vt0ACUU;Campo magnético
vid4107;6280;h-STvKfocaQ;Campo magnético y sus aplicaciones
vid4108;6282;7afwV_aJcjk;¿Cómo funcionan los imanes?
vid4109;6282;JA2vY1LOvzA;Magnetismo y electromagnetismo
vid4110;6282;jYBWGLhHDEI;¿Cómo hacer un electroimán casero?
vid4111;6282;CvRh0WG53BE;Electromagnetismo
vid4112;9000;sojGgs0Ye-8;Ergonomía. Introducción  
vid4113;9000;dYO1CAfDfog;Uso saludable de la computadora. Ergonomía
vid4114;9000;dWvE_jY0iXA;Cómo corregir la postura de la espalda encorvada
vid4115;9000;Qy6xRU8lx3w;La familia segura. Espaldas a salvo 
vid4116;9001;sojGgs0Ye-8;Ergonomía. Introducción  
vid4117;9001;dYO1CAfDfog;Uso saludable de la computadora. Ergonomía
vid4118;9001;dWvE_jY0iXA;Cómo corregir la postura de la espalda encorvada
vid4119;9002;dpINVkpdydg;Ejercicios para mejorar la postura en el trabajo
vid4120;9002;9P1UCK0IiJI;Encender y apagar correctamente el ordenador
vid4121;9003;CXRoacojvAo;Cómo encender y apagar el ordenador
vid4122;9006;VniOVzkh8oQ;Cuidado de la computadora
vid4123;9006;uc8fVeL3M2Q;Usos y cuidados de la tableta
vid4124;9006;2KCsWdche1o;Cuidado del ordenador portátil
vid4125;9020;fjCfQD0TYWE;¿Qué son las TIC?
vid4126;9020;VzEMgfdrSCQ;Componentes de las TIC
vid4127;9021;xpEb4-WlFUI;Partes de una computadora
vid4128;9021;pWa8zdr4Jk4;Partes de teléfonos móviles y tabletas
vid4129;9021;bu3ToO5mJU8;En el interior de tu computadora
vid4130;9021;QTjLvG5t-qM;Software y Hadware de una computadora
vid4131;9051;InQXXGxV7sY;Pulsador infrarrojo de pie para PDI
vid4132;9053;FhdTCJzFNVY;El teclado de la computadora
vid4133;9054;kPXO-fZLcFA;Manejo del ratón o mouse
vid4134;9057;ZRr5DV7mKjc;Uso del doble clic del ratón
vid4135;9057;4qFum81V248;Arreglar el doble clic automático del ratón
vid4136;9059;o9S8jJ70ooA;La barra de tareasde Windows 10
vid4137;9059;a5wII8EypV8;Iconos del sistema en la barra de tareas de Windows 10
vid4138;9060;o9S8jJ70ooA;La barra de tareasde Windows 10
vid4139;9060;a5wII8EypV8;Iconos del sistema en la barra de tareas de Windows 10
vid4140;9061;qFe1hd51qGc;Cómo crear una clave de usuario para la computadora
vid4141;9065;H6wf_8lMOV8;Cómo poner y cambiar iconos de aplicaciones en el escritorio
vid4142;9065;4Omfcph5_TE;Cómo ocultar y mostrar iconos del escritorio
vid4143;9065;AV6CVrdHasA;Cómo cambiar el tamaño y ordenación de los iconos del escritorio
vid4144;9066;_fx73qwjbeY;Ventanas de Windows
vid4145;9066;vPhN9YKiv08;Ventanas: maximizar, minimizar, cerrar...
vid4146;9067;9Q7vmgb_fhc;Cómo funcionan las barras de desplazamiento
vid4147;9068;_fx73qwjbeY;Ventanas de Windows
vid4148;9100;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4149;9102;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4150;9102;nfluWm242-E;Cómo crear un nuevo documento en Word
vid4151;9104;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4152;9104;ajDWpd5glh8;Abrir un documento de Word ya existente
vid4153;9106;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4154;9108;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4155;9108;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4156;9109;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4157;9110;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4158;9110;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4159;9111;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4160;9111;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4161;9112;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4162;9112;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4163;9112;CgI99FkcToQ;Pegar un texto copiado de internet en un documento de Word
vid4164;9113;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4165;9113;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4166;9114;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4167;9114;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4168;9115;jG__eb7uYdc;Curso de Word Básico: Clase 7 Revisar y vista
vid4169;9116;jG__eb7uYdc;Curso de Word Básico: Clase 7 Revisar y vista
vid4170;9117;jG__eb7uYdc;Curso de Word Básico 2018: Clase 7 Revisar y vista
vid4171;9118;aEggrk2qd18;Curso de Word Básico 2018: Clase 3 Opciones de insertar
vid4172;9119;aEggrk2qd18;Curso de Word Básico 2018: Clase 3 Operaciones de insertar
vid4173;9120;3Ns_H3IXiHs;Curso de Word Básico: Clase 4 Diseño de página
vid4174;9121;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4175;9121;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4176;9122;3Ns_H3IXiHs;Curso de Word Básico: Clase 4 Diseño de página
vid4177;9123;3Ns_H3IXiHs;Curso de Word Básico: Clase 4 Diseño de página
vid4178;9124;aEggrk2qd18;Curso de Word Básico 2018: Clase 3 Operaciones de insertar
vid4179;9124;#¿NOMBRE?;Cómo hacer un esquema con Word
vid4180;9125;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4181;9126;JSygpX_2Sgg;Curso de Word. Estilos
vid4182;9127;vhsQPu0Vs3A;Curso de Word Básico: Clase 7 Revisar y vista
vid4183;9128;PpVBmzUgxcM;Curso de Word. Plantillas
vid4184;9129;jG__eb7uYdc;Curso de Word Básico: Clase 7 Revisar y vista
vid4185;9130;8DlStIiaJvI;Curso de Word. Tabulaciones
vid4186;9131;fdEsaB7Y-dI;Curso de Word desde 0: Clase 8 - Tablas
vid4187;9132;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4188;9133;XQVHUh5QPNY;Curso de Word Básico 2018: Clase 9 Fórmulas
vid4189;9134;aEggrk2qd18;Curso de Word Básico 2018: Clase 3 Operaciones de insertar
vid4190;9136;Glbx4v-J3dk;Curso de Word Básico 2018: Clase 5 - Cómo crear un índice
vid4191;9137;fdEsaB7Y-dI;Curso de Word desde 0: clase 8 - Tablas
vid4192;9138;FzcFUBBd4nU;Curso de Word. Referencias cruzadas
vid4193;9139;Glbx4v-J3dk;Curso de Word Básico 2018: Clase 5 - Cómo crear un índice
vid4194;9140;TWoEsrflsOc;Curso de Word AV. Formularios
vid4195;9141;fQ3wf7YSRGA;Curso de Word AV. Macros
vid4196;9142;vhsQPu0Vs3A;Curso de Word Básico 2018: Clase 1 Primeros pasos
vid4197;9142;0Bxhhe1bbrE;Curso de Word desde 0: Clase 2 - Opciones básicas
vid4198;9144;nkMoyeMUQH4;¿Cuál es el secreto para conseguir teclear con rapidez?
vid4199;9150;AfU7RNn27Mg;Conceptos fundamentales de Excel
vid4200;9150;T9EXplaptnY;Iniciación en el uso de Excel
vid4201;9150;g8s5nsfytHs;Abrir y guardar documentos de Excel
vid4202;9151;T9EXplaptnY;Iniciación en el uso de Excel
vid4203;9151;944U9U9QvDk;Cómo introducir datos en Excel
vid4204;9151;EKvwW7AyFCw;Relleno rápido y autorelleno en Excel
vid4205;9152;6eARPQzgQAY;Operaciones básicas en Excel
vid4206;9152;cUklSnhxplU;Cómo calcular porcentajes en Excel
vid4207;9153;T9EXplaptnY;Iniciación en el uso de Excel
vid4208;9153;sGdpkoEq0Po;Formatos de celda en Excel
vid4209;9153;lH0cVgTObwc;Mostrar y ocultar filas y columnas en Excel
vid4210;9154;DvILGrcKyI8;La barra de fórmulas de Excel
vid4211;9154;CG4kXxvOmco;Fórmulas y funciones en Excel
vid4212;9154;qCT0kvOGW7w;Las funciones en Excel
vid4213;9154;1u-QQDbq3pk;Las funciones Promedio, Contar y Contara en Excel
vid4214;9155;K5s92j9fW_E;Referencias absolutas y relativas en Excel
vid4215;9155;gc2q2cGBrC8;Referencias absolutas y mixtas en Excel
vid4216;9155;RNCWAlI-s7Y;Referencias cruzadas (de celdas en otras hojas) en Excel
vid4217;9155;IfhlhVa3j9I;Referencias externas (de otros libros) en Excel
vid4218;9157;N_pYFXbgC48;Ordenar datos en Excel
vid4219;9157;ElWveAQUyps;Ordenar y filtrar datos en Excel
vid4220;9158;gmLHuAk0ooM;Elementos de un gráfico en Excel
vid4221;9158;kD2JQ2QE610;Cómo hacer gráficos en Excel
vid4222;9158;41lO0wJ8XkQ;Cómo hacer gráficos de doble eje en Excel
vid4223;9158;uZ3Q6Nth7-E;Cómo hacer un histograma y polígono de frecuencias en Excel
vid4224;9159;PMSP9X6TGi0;Cómo modificar los ejes de un gráfico en Excel
vid4225;9159;XQw6D5xMcTA;Cómo modificar un gráfico en Excel
vid4226;9160;GU8_yKiqw2s;Gráficos en 3D en Excel
vid4227;9160;fbyCbom_UTM;Gráficos de superficie en Excel
vid4228;9161;d5mk54S8jRY;Cómo imprimir en Excel
vid4229;9161;qAvzl12lDoo;Cómo configurar la impresora para imprimir en Excel
vid4230;9200;tMe_Hq0xylk;Conociendo la interfaz de Access
vid4231;9200;eVPT3i5zYuQ;Qué es una Base de Datos y cómo crear una en Access
vid4232;9202;eVPT3i5zYuQ;Qué es una Base de Datos y cómo crear una en Access
vid4233;9202;U-1IOJPgXgo;Copiar, pegar y eliminar registros en una tabla en Access
vid4234;9204;lXRVRv1tqpc;Editar una tabla e ingresar datos en Access
vid4235;9206;eVPT3i5zYuQ;Qué es una Base de Datos y cómo crear una en Access
vid4236;9206;U-1IOJPgXgo;Copiar, pegar y eliminar registros en una tabla en Access
vid4237;9208;eVPT3i5zYuQ;Qué es una Base de Datos y cómo crear una en Access
vid4238;9208;U-1IOJPgXgo;Copiar, pegar y eliminar registros en una tabla en Access
vid4239;9209;eVPT3i5zYuQ;Qué es una Base de Datos y cómo crear una en Access
vid4240;9210;QliAdf2g9uw;Propiedades de campos en Access
vid4241;9211;c2xdXLX2mSY;Ordenar y filtrar consultas en Access
vid4242;9213;tfKpA2xNXKw;Importar y exportar datos en Access
vid4243;9214;NTSmVRQ0fNw;Crear relaciones entre tablas en Access
vid4244;9215;Od1TqvibVqM;Ordenar y filtrar consultas en Access
vid4245;9218;OHrcy9X5JsY;Consultar utilizando dos tablas en Access
vid4246;9218;LBMArEiNvus;Consultar utilizando campos de varias tablas en Access
vid4247;9219;Bk3rY_ICgPo;Introducción a SQL
vid4248;9220;eVPT3i5zYuQ;Crear formularios rápidos en Access
vid4249;9220;FR6Lmbi_06k;Crear formularios sin asistente en Access
vid4250;9222;9dhPs9fLbmk;Crear subformularios en Access
vid4251;9222;cdPOKTJTe9Q;Crear subformulario en un formulario en Access
vid4252;9222;HL3WWhUN55I;Subformularios con cálculos en Access
vid4253;9224;bmHYhLaEB1c;Crear informes en Access
vid4254;9225;SVKqYwIl9XY;Modificar informes en Access
vid4255;9226;Gc1Fl7CxAcQ;Introducción a los macros en Access
